proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,11,150000,1650000,17,21,17,-4,120000,2520000,2040000,480000,-19.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-08,275,-200,1770000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,10,150000,1500000,13,16,13,-3,120000,1920000,1560000,360000,-19.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-27,269,-233,1620000
0,Conjunto Residencial Marsella,Residencial,Acabados,Enchape,Cerámica,m2,44,50000,2200000,10,11,10,-1,105000,1155000,1050000,105000,-9.0%,Bogotá,Nublado,Ahorro,2025-11-17,2025-11-27,308,-270,2305000
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,25,30000,750000,8,10,8,-2,95000,950000,760000,190000,-20.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-22,274,-266,845000
1,Urbanización Los Almendros,Residencial,Acabados,Cielorraso,Drywall,Lámina,31,40000,1240000,12,15,12,-3,100000,1500000,1200000,300000,-20.0%,Bogotá,Nublado,Ahorro,2025-09-13,2025-09-25,260,-218,1340000
4,Conjunto Horizonte Verde,Residencial,Acabados,Estuco,Estuco plástico,Bulto,13,30000,390000,14,15,14,-1,95000,1425000,1330000,95000,-7.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-28,271,-208,485000
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,6,120000,720000,15,17,15,-2,120000,2040000,1800000,240000,-12.0%,Bogotá,Nublado,Ahorro,2025-02-07,2025-02-22,320,-253,840000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,10,11,10,-1,120000,1320000,1200000,120000,-9.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-01,272,-257,1240000
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,5,350000,1750000,29,25,29,4,130000,3250000,3770000,-520000,16.0%,Bogotá,Lluvia,Sobrecosto,2025-10-22,2025-11-20,275,-206,1880000
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,12,200000,2400000,8,9,8,-1,110000,990000,880000,110000,-11.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-10-30,274,-231,2510000
8,Mall Gran Avenida,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,5,5,5,0,100000,500000,500000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-10-22,2025-10-27,278,-273,2500000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,3,4,3,-1,95000,380000,285000,95000,-25.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-04-24,281,-268,845000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,7,200000,1400000,13,12,13,1,110000,1320000,1430000,-110000,8.0%,Bogotá,Lluvia,Sobrecosto,2025-09-13,2025-09-26,263,-234,1510000
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,99,4500,445500,15,17,15,-2,130000,2210000,1950000,260000,-12.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-29,278,-225,575500
5,Residencial Jardines del Sur,Residencial,Acabados,Pintura,Pintura,Galón,7,90000,630000,12,15,12,-3,90000,1350000,1080000,270000,-20.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-09,320,-282,720000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,18,150000,2700000,19,18,19,1,120000,2160000,2280000,-120000,6.0%,Bogotá,Lluvia,Sobrecosto,2025-04-21,2025-05-10,274,-219,2820000
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,17,150000,2550000,17,17,17,0,120000,2040000,2040000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-08-18,2025-09-04,280,-246,2670000
8,Mall Gran Avenida,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,7,180000,1260000,14,16,14,-2,120000,1920000,1680000,240000,-13.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-05,279,-226,1380000
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,18,120000,2160000,15,14,15,1,120000,1680000,1800000,-120000,7.0%,Bogotá,Nublado,Sobrecosto,2025-10-22,2025-11-06,276,-259,2280000
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,15,90000,1350000,18,18,18,0,90000,1620000,1620000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-21,2025-05-09,278,-206,1440000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Enchape,Cerámica,m2,45,50000,2250000,19,18,19,1,105000,1890000,1995000,-105000,6.0%,Bogotá,Nublado,Sobrecosto,2025-08-18,2025-09-06,277,-209,2355000
3,Residencial Altos del Norte,Residencial,Acabados,Cielorraso,Drywall,Lámina,24,40000,960000,15,16,15,-1,100000,1600000,1500000,100000,-6.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-22,315,-255,1060000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,16,120000,1920000,16,15,16,1,120000,1800000,1920000,-120000,7.0%,Bogotá,Nublado,Sobrecosto,2025-09-27,2025-10-13,328,-254,2040000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,12,11,12,1,120000,1320000,1440000,-120000,9.0%,Bogotá,Lluvia,Sobrecosto,2025-04-19,2025-05-01,259,-202,1920000
9,Centro Empresarial Nova,Comercial,Estructura,Armado,Acero,Kg,82,4500,369000,23,25,23,-2,130000,3250000,2990000,260000,-8.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-10,289,-265,499000
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Gas,Punto gas,Punto,5,130000,650000,15,17,15,-2,120000,2040000,1800000,240000,-12.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-02,306,-249,770000
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,13,11,13,2,120000,1320000,1560000,-240000,18.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-06-30,295,-245,2520000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,103,4500,463500,15,17,15,-2,130000,2210000,1950000,260000,-12.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-29,273,-237,593500
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,18,18,18,0,130000,2340000,2340000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-02-07,2025-02-25,318,-295,3280000
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,6,350000,2100000,17,16,17,1,130000,2080000,2210000,-130000,6.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-04,289,-259,2230000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,6,150000,900000,17,16,17,1,120000,1920000,2040000,-120000,6.0%,Bogotá,Nublado,Sobrecosto,2025-04-19,2025-05-06,264,-217,1020000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,10,12,10,-2,120000,1440000,1200000,240000,-17.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-07,320,-257,1100000
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,118,4500,531000,19,18,19,1,130000,2340000,2470000,-130000,6.0%,Bogotá,Lluvia,Sobrecosto,2025-09-13,2025-10-02,265,-192,661000
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,106,4500,477000,26,26,26,0,130000,3380000,3380000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-27,2025-10-23,323,-240,607000
4,Conjunto Horizonte Verde,Residencial,Acabados,Enchape,Cerámica,m2,46,50000,2300000,15,17,15,-2,105000,1785000,1575000,210000,-12.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-29,280,-249,2405000
0,Conjunto Residencial Marsella,Residencial,Acabados,Cielorraso,Drywall,Lámina,22,40000,880000,12,14,12,-2,100000,1400000,1200000,200000,-14.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-29,307,-245,980000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,117,4500,526500,28,27,28,1,130000,3510000,3640000,-130000,4.0%,Bogotá,Lluvia,Sobrecosto,2025-11-17,2025-12-15,309,-275,656500
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,102,4500,459000,26,28,26,-2,130000,3640000,3380000,260000,-7.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-10-09,260,-207,589000
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,4,3,4,1,95000,285000,380000,-95000,33.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-02-11,315,-269,1095000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,3,3,3,0,95000,285000,285000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-21,2025-04-24,284,-223,2345000
1,Urbanización Los Almendros,Residencial,Acabados,Pintura,Pintura,Galón,15,90000,1350000,11,14,11,-3,90000,1260000,990000,270000,-21.0%,Bogotá,Nublado,Ahorro,2025-09-13,2025-09-24,263,-196,1440000
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,21,24,21,-3,130000,3120000,2730000,390000,-13.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-12,281,-246,3280000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,21,26,21,-5,130000,3380000,2730000,650000,-19.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-28,317,-249,3980000
5,Residencial Jardines del Sur,Residencial,Estructura,Vaciado,Concreto,m3,12,350000,4200000,26,27,26,-1,130000,3510000,3380000,130000,-4.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-23,322,-279,4330000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,17,16,17,1,120000,1920000,2040000,-120000,6.0%,Bogotá,Lluvia,Sobrecosto,2025-04-19,2025-05-06,263,-203,2640000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Gas,Punto gas,Punto,20,130000,2600000,13,14,13,-1,120000,1680000,1560000,120000,-7.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-10,331,-276,2720000
1,Urbanización Los Almendros,Residencial,Estructura,Armado,Acero,Kg,107,4500,481500,26,32,26,-6,130000,4160000,3380000,780000,-19.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-10-09,263,-185,611500
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,17,19,17,-2,130000,2470000,2210000,260000,-11.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-04,316,-293,638500
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,98,4500,441000,22,25,22,-3,130000,3250000,2860000,390000,-12.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-09,314,-254,571000
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,12,350000,4200000,15,18,15,-3,130000,2340000,1950000,390000,-17.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-02,315,-294,4330000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,7,250000,1750000,3,3,3,0,95000,285000,285000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-21,2025-04-24,282,-265,1845000
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,9,9,9,0,100000,900000,900000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-02-07,2025-02-16,325,-305,2500000
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,110,4500,495000,21,19,21,2,130000,2470000,2730000,-260000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-04-21,2025-05-12,287,-220,625000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,94,4500,423000,29,33,29,-4,130000,4290000,3770000,520000,-12.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-18,265,-188,553000
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,108,4500,486000,24,24,24,0,130000,3120000,3120000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-13,2025-10-07,266,-233,616000
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,6,90000,540000,18,18,18,0,90000,1620000,1620000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-10-22,2025-11-09,282,-211,630000
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,10,11,10,-1,90000,990000,900000,90000,-9.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-01,281,-248,540000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,103,4500,463500,16,14,16,2,130000,1820000,2080000,-260000,14.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-06-30,283,-208,593500
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,16,18,16,-2,130000,2340000,2080000,260000,-11.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-30,279,-231,2580000
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,13,30000,390000,8,8,8,0,95000,760000,760000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-02-07,2025-02-15,320,-265,485000
1,Urbanización Los Almendros,Residencial,Acabados,Enchape,Cerámica,m2,14,50000,700000,13,13,13,0,105000,1365000,1365000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-09-13,2025-09-26,264,-225,805000
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,86,4500,387000,16,16,16,0,130000,2080000,2080000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-08-18,2025-09-03,278,-262,517000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Gas,Punto gas,Punto,17,130000,2210000,15,15,15,0,120000,1800000,1800000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-06-14,2025-06-29,277,-249,2330000
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,10,120000,1200000,13,16,13,-3,120000,1920000,1560000,360000,-19.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-20,327,-309,1320000
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,17,22,17,-5,130000,2860000,2210000,650000,-23.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-01,283,-232,3280000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,7,120000,840000,11,12,11,-1,120000,1440000,1320000,120000,-8.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-08,325,-303,960000
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,100,4500,450000,29,28,29,1,130000,3640000,3770000,-130000,4.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-26,325,-286,580000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,106,4500,477000,29,37,29,-8,130000,4810000,3770000,1040000,-22.0%,Bogotá,Nublado,Ahorro,2025-06-14,2025-07-13,286,-229,607000
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,5,140000,700000,13,12,13,1,120000,1440000,1560000,-120000,8.0%,Bogotá,Lluvia,Sobrecosto,2025-10-22,2025-11-04,276,-204,820000
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,19,17,19,2,120000,2040000,2280000,-240000,12.0%,Bogotá,Nublado,Sobrecosto,2025-06-17,2025-07-06,294,-269,1200000
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,28,33,28,-5,130000,4290000,3640000,650000,-15.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-17,260,-208,3280000
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,27,35,27,-8,130000,4550000,3510000,1040000,-23.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-14,294,-245,4680000
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,22,20,22,2,130000,2600000,2860000,-260000,10.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-09,298,-230,3280000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,89,4500,400500,24,26,24,-2,130000,3380000,3120000,260000,-8.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-08,279,-211,530500
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,83,4500,373500,25,29,25,-4,130000,3770000,3250000,520000,-14.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-07-09,286,-246,503500
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,5,350000,1750000,24,26,24,-2,130000,3380000,3120000,260000,-8.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-11,319,-275,1880000
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,15,14,15,1,130000,1820000,1950000,-130000,7.0%,Bogotá,Nublado,Sobrecosto,2025-04-21,2025-05-06,284,-266,3980000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,87,4500,391500,21,27,21,-6,130000,3510000,2730000,780000,-22.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-08,316,-280,521500
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,16,20,16,-4,120000,2400000,1920000,480000,-20.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-03,286,-217,1920000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,20,180000,3600000,19,21,19,-2,120000,2520000,2280000,240000,-10.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-08,261,-227,3720000
9,Centro Empresarial Nova,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,13,150000,1950000,18,17,18,1,120000,2040000,2160000,-120000,6.0%,Bogotá,Nublado,Sobrecosto,2025-06-17,2025-07-05,300,-251,2070000
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,9,150000,1350000,10,10,10,0,120000,1200000,1200000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-02-07,2025-02-17,327,-310,1470000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,7,250000,1750000,4,4,4,0,95000,380000,380000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-27,2025-10-01,333,-271,1845000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,12,200000,2400000,9,9,9,0,110000,990000,990000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-19,2025-04-28,268,-224,2510000
8,Mall Gran Avenida,Comercial,Estructura,Armado,Acero,Kg,93,4500,418500,28,32,28,-4,130000,4160000,3640000,520000,-13.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-19,282,-244,548500
1,Urbanización Los Almendros,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,16,120000,1920000,15,15,15,0,120000,1800000,1800000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-13,2025-09-28,265,-235,2040000
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,23,26,23,-3,130000,3380000,2990000,390000,-12.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-10,296,-264,3280000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,4,5,4,-1,95000,475000,380000,95000,-20.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-22,285,-234,345000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,8,10,8,-2,100000,1000000,800000,200000,-20.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-04-29,290,-231,2200000
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,11,120000,1320000,14,17,14,-3,120000,2040000,1680000,360000,-18.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-21,329,-291,1440000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,12,12,12,0,120000,1440000,1440000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-21,2025-05-03,289,-240,1680000
8,Mall Gran Avenida,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,6,6,6,0,100000,600000,600000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-10-22,2025-10-28,280,-232,1000000
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,13,200000,2600000,9,8,9,1,110000,880000,990000,-110000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-06-26,297,-251,2710000
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,16,19,16,-3,130000,2470000,2080000,390000,-16.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-03,281,-218,4330000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,20,18,20,2,130000,2340000,2600000,-260000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-27,324,-253,3980000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,7,8,7,-1,100000,800000,700000,100000,-13.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-21,289,-274,1900000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación closet,MDF,Unidad,8,200000,1600000,7,6,7,1,110000,660000,770000,-110000,17.0%,Bogotá,Nublado,Sobrecosto,2025-09-13,2025-09-20,270,-213,1710000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,6,6,6,0,100000,600000,600000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-08-18,2025-08-24,290,-234,2200000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,9,10,9,-1,110000,1100000,990000,110000,-10.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-27,285,-221,1110000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,9,11,9,-2,110000,1210000,990000,220000,-18.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-22,267,-207,4110000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,9,9,9,0,110000,990000,990000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-27,2025-10-06,329,-283,1310000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,15,120000,1800000,10,9,10,1,120000,1080000,1200000,-120000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-06-14,2025-06-24,288,-269,1920000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,15,180000,2700000,11,10,11,1,120000,1200000,1320000,-120000,10.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-06-25,292,-275,2820000
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,26,26,26,0,130000,3380000,3380000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-19,2025-05-15,269,-216,2580000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,16,130000,2080000,12,14,12,-2,120000,1680000,1440000,240000,-14.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-01,271,-229,2200000
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,5,6,5,-1,100000,600000,500000,100000,-17.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-12,328,-277,1900000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,12,200000,2400000,11,13,11,-2,110000,1430000,1210000,220000,-15.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-02,291,-260,2510000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,8,150000,1200000,14,16,14,-2,120000,1920000,1680000,240000,-13.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-03,267,-200,1320000
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,19,120000,2280000,11,14,11,-3,120000,1680000,1320000,360000,-21.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-06-28,295,-276,2400000
3,Residencial Altos del Norte,Residencial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,10,9,10,1,90000,810000,900000,-90000,11.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-17,328,-271,1350000
8,Mall Gran Avenida,Comercial,Acabados,Enchape,Cerámica,m2,37,50000,1850000,10,10,10,0,105000,1050000,1050000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-10-22,2025-11-01,282,-259,1955000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,10,200000,2000000,9,11,9,-2,110000,1210000,990000,220000,-18.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-23,289,-263,2110000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,6,6,6,0,95000,570000,570000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-19,2025-04-25,270,-251,845000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,17,200000,3400000,12,12,12,0,110000,1320000,1320000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-13,2025-09-25,273,-208,3510000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,14,12,14,2,110000,1320000,1540000,-220000,17.0%,Bogotá,Nublado,Sobrecosto,2025-04-21,2025-05-05,290,-218,1910000
